work_id,recommendation_id,house,tenure,mp_id,mp_name,work_name,category,sub_category,state,district,constituency,block,village,latitude,longitude,recommended_amount,sanctioned_amount,expenditure_amount,remaining_amount,recommendation_date,sanction_date,start_date,expected_completion_date,actual_completion_date,status,progress_percentage,implementing_agency_id,implementing_agency_name,document_count,photo_count,has_completion_certificate,source_type
MPL-2024-KA-000025,REC-2023-0025,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-13,Shri K. Venkatesh (Hon'ble MP),"Crematorium Shed with Amenities at Attibele, Block Bengaluru North",Community Infrastructure,Crematorium Shed with Amenities,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Attibele,12.9077,77.6452,1770000.0,1770000.0,1322000.0,448000.0,2024-01-08,2024-02-01,2024-02-14,2024-07-09,,Ongoing,72.5,AGY-WSS-05,Public Health Engineering & Water Supply Dept,1,3,False,PUBLIC DATA
MPL-2024-WE-000026,REC-2023-0026,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-30,Smt. Mahua Mitra (Hon'ble MP),"Smart Digital Library Block at Mayapur, Block Krishnanagar-I",Education & Classrooms,Smart Digital Library Block,West Bengal,Nadia,Krishnanagar,Krishnanagar-I,Mayapur,23.3717,88.5068,990000.0,990000.0,990000.0,0.0,2024-05-17,2024-07-14,2024-07-27,2025-01-04,2025-02-08,Completed,100.0,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,2,6,True,PUBLIC DATA
MPL-2024-AS-000027,REC-2023-0027,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-30,Smt. Queen Oja (Hon'ble MP),"CC Road Construction at Sualkuchi, Block Bezera",Rural Roads & Bridges,CC Road Construction,Assam,Kamrup,Gauhati,Bezera,Sualkuchi,26.0842,91.6802,2000000.0,2000000.0,2000000.0,0.0,2024-02-13,2024-03-06,2024-04-01,2024-10-16,2024-11-01,Completed,100.0,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,3,3,True,PUBLIC DATA
MPL-2024-KA-000028,REC-2023-0028,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-28,Shri K. Venkatesh (Hon'ble MP),"Senior Citizen Recreation Shed at Mandur, Block Anekal",Community Infrastructure,Senior Citizen Recreation Shed,Karnataka,Bengaluru Urban,Bangalore North,Anekal,Mandur,12.9418,77.6148,4150000.0,4150000.0,2222000.0,1928000.0,2023-04-22,2023-05-17,2023-06-02,2023-11-23,,Delayed,59.5,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,2,1,False,PUBLIC DATA
MPL-2024-WE-000029,REC-2023-0029,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-12,Smt. Mahua Mitra (Hon'ble MP),"Hand Pump Installation Cluster at Bethuadahari, Block Nakashipara",Drinking Water,Hand Pump Installation Cluster,West Bengal,Nadia,Krishnanagar,Nakashipara,Bethuadahari,23.4339,88.5146,1590000.0,1590000.0,1590000.0,0.0,2024-01-13,2024-02-15,2024-03-03,2024-08-20,2024-09-29,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,2,6,True,PUBLIC DATA
MPL-2024-AS-000030,REC-2023-0030,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-39,Smt. Queen Oja (Hon'ble MP),"School Science Laboratory at Dadara, Block Rangia",Education & Classrooms,School Science Laboratory,Assam,Kamrup,Gauhati,Rangia,Dadara,26.1856,91.6586,2290000.0,2290000.0,818000.0,1472000.0,2024-03-22,2024-04-07,2024-04-25,2024-12-05,,Delayed,39.7,AGY-WSS-05,Public Health Engineering & Water Supply Dept,1,2,False,PUBLIC DATA
MPL-2024-BI-000031,REC-2023-0031,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-28,Dr. Ravi Shankar Sinha (Hon'ble MP),"Deep Borewell & Solar Pump System at Ranipur, Block Bakhtiarpur",Drinking Water,Deep Borewell & Solar Pump System,Bihar,Patna,Patna Sahib,Bakhtiarpur,Ranipur,25.568,85.2145,2060000.0,2060000.0,2060000.0,0.0,2023-05-12,2023-06-08,2023-07-03,2024-01-01,2024-02-07,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,3,6,True,PUBLIC DATA
MPL-2024-WE-000032,REC-2023-0032,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-20,Smt. Mahua Mitra (Hon'ble MP),"Smart Digital Library Block at Bethuadahari, Block Nabadwip",Education & Classrooms,Smart Digital Library Block,West Bengal,Nadia,Krishnanagar,Nabadwip,Bethuadahari,23.4043,88.5342,4540000.0,4540000.0,1254000.0,3286000.0,2023-07-25,2023-08-18,2023-09-17,2024-03-06,,Delayed,30.7,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,1,2,False,PUBLIC DATA
MPL-2024-WE-000033,REC-2023-0033,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-26,Smt. Mahua Mitra (Hon'ble MP),"Deep Borewell & Solar Pump System at Mayapur, Block Krishnanagar-I",Drinking Water,Deep Borewell & Solar Pump System,West Bengal,Nadia,Krishnanagar,Krishnanagar-I,Mayapur,23.3369,88.5124,1580000.0,1580000.0,716000.0,864000.0,2023-07-15,2023-08-05,2023-09-04,2024-01-29,,Ongoing,44.8,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,3,2,False,PUBLIC DATA
MPL-2024-KA-000034,REC-2023-0034,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-27,Shri K. Venkatesh (Hon'ble MP),"Public Bus Passenger Shelter at Attibele, Block K.R. Puram",Community Infrastructure,Public Bus Passenger Shelter,Karnataka,Bengaluru Urban,Bangalore North,K.R. Puram,Attibele,12.9789,77.56,2470000.0,2470000.0,948000.0,1522000.0,2023-10-31,2023-11-18,2023-12-05,2024-06-12,,Ongoing,33.7,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,2,3,False,PUBLIC DATA
MPL-2024-AS-000035,REC-2023-0035,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-25,Smt. Queen Oja (Hon'ble MP),"Panchayat Community Hall at Puthimari, Block Rangia",Community Infrastructure,Panchayat Community Hall,Assam,Kamrup,Gauhati,Rangia,Puthimari,26.1463,91.7232,2740000.0,2740000.0,1776000.0,964000.0,2023-06-03,2023-07-14,2023-08-04,2023-12-19,,Ongoing,69.6,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,1,3,False,PUBLIC DATA
MPL-2024-RA-000036,REC-2023-0036,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-69,Smt. Manju Meena (Hon'ble MP),"Village Waste Segregation Shed at Bassi, Block Sanganer",Health & Sanitation,Village Waste Segregation Shed,Rajasthan,Jaipur,Jaipur Rural,Sanganer,Bassi,26.9254,75.723,1180000.0,1180000.0,384000.0,796000.0,2023-10-26,2023-11-16,2023-12-13,2024-06-10,,Delayed,36.2,AGY-DRDA-04,District Rural Development Agency (DRDA),2,2,False,PUBLIC DATA
MPL-2024-WE-000037,REC-2023-0037,Rajya Sabha,18th Lok Sabha (2024-Present),MP-RA-17-73,Smt. Mahua Mitra (Hon'ble MP),"School Science Laboratory at Mayapur, Block Krishnanagar-I",Education & Classrooms,School Science Laboratory,West Bengal,Nadia,Krishnanagar,Krishnanagar-I,Mayapur,23.3281,88.4851,1980000.0,1980000.0,1980000.0,0.0,2023-06-19,2023-07-16,2023-08-14,2024-02-24,2024-03-09,Completed,100.0,AGY-DRDA-04,District Rural Development Agency (DRDA),4,6,True,PUBLIC DATA
MPL-2024-UT-000038,REC-2023-0038,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-66,Shri Ramakant Sharma (Hon'ble MP),"Panchayat Community Hall at Shivpur, Block Pindra",Community Infrastructure,Panchayat Community Hall,Uttar Pradesh,Varanasi,Varanasi,Pindra,Shivpur,25.3932,82.9392,2890000.0,2890000.0,1731000.0,1159000.0,2024-05-06,2024-07-05,2024-07-25,2025-01-16,,Ongoing,53.5,AGY-DRDA-04,District Rural Development Agency (DRDA),3,1,False,PUBLIC DATA
MPL-2024-MA-000039,REC-2023-0039,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-35,Shri Naresh Rao (Hon'ble MP),"CC Road Construction at Vashind, Block Ambernath",Rural Roads & Bridges,CC Road Construction,Maharashtra,Thane,Thane,Ambernath,Vashind,19.2648,72.9614,2780000.0,2780000.0,1619000.0,1161000.0,2023-07-09,2023-07-29,2023-08-17,2024-04-04,,Ongoing,68.5,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,1,1,False,PUBLIC DATA
MPL-2024-AS-000040,REC-2023-0040,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-52,Smt. Queen Oja (Hon'ble MP),"Rooftop Solar for Govt Hospital at Dadara, Block Rangia",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,Assam,Kamrup,Gauhati,Rangia,Dadara,26.0845,91.6613,980000.0,980000.0,705000.0,275000.0,2024-02-13,2024-04-09,2024-04-25,2024-10-29,,Ongoing,63.3,AGY-DRDA-04,District Rural Development Agency (DRDA),3,1,False,PUBLIC DATA
MPL-2024-AS-000041,REC-2023-0041,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-38,Smt. Queen Oja (Hon'ble MP),"Village Waste Segregation Shed at Boko, Block Kamalpur",Health & Sanitation,Village Waste Segregation Shed,Assam,Kamrup,Gauhati,Kamalpur,Boko,26.1721,91.6742,1750000.0,1750000.0,1750000.0,0.0,2023-12-24,2024-02-15,2024-02-26,2024-10-14,2024-11-19,Completed,100.0,AGY-WSS-05,Public Health Engineering & Water Supply Dept,4,2,True,PUBLIC DATA
MPL-2024-KA-000042,REC-2023-0042,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-26,Shri K. Venkatesh (Hon'ble MP),"Village Waste Segregation Shed at Mandur, Block Yelahanka",Health & Sanitation,Village Waste Segregation Shed,Karnataka,Bengaluru Urban,Bangalore North,Yelahanka,Mandur,12.9105,77.6308,870000.0,870000.0,383000.0,487000.0,2024-03-06,2024-03-21,2024-04-10,2024-08-26,,Ongoing,41.3,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,3,2,False,PUBLIC DATA
MPL-2024-UT-000043,REC-2023-0043,Lok Sabha,17th Lok Sabha (2023-24),MP-LO-17-25,Shri Ramakant Sharma (Hon'ble MP),"Additional Classroom Building at Badagaon, Block Cholapur",Education & Classrooms,Additional Classroom Building,Uttar Pradesh,Varanasi,Varanasi,Cholapur,Badagaon,25.3536,82.9477,2910000.0,2910000.0,1258000.0,1652000.0,2024-02-05,2024-03-18,2024-04-16,2024-10-10,,Ongoing,44.9,AGY-XYZ-99,XYZ Infrastructure & Construction Private Ltd,3,1,False,PUBLIC DATA
MPL-2024-KE-000044,REC-2023-0044,Rajya Sabha,17th Lok Sabha (2023-24),MP-RA-17-45,Shri Hibi Eden (Hon'ble MP),"Crematorium Shed with Amenities at Edappally, Block Aluva",Community Infrastructure,Crematorium Shed with Amenities,Kerala,Ernakulam,Ernakulam,Aluva,Edappally,10.0555,76.333,1940000.0,1940000.0,650000.0,1290000.0,2023-10-15,2023-11-10,2023-11-28,2024-05-25,,Ongoing,32.5,AGY-PWD-01,Public Works Department (PWD) Division I,1,1,False,PUBLIC DATA
MPL-2024-KE-000045,REC-2023-0045,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-85,Shri Hibi Eden (Hon'ble MP),"Village Waste Segregation Shed at Edappally, Block Paravur",Health & Sanitation,Village Waste Segregation Shed,Kerala,Ernakulam,Ernakulam,Paravur,Edappally,10.029,76.2562,1170000.0,1170000.0,1170000.0,0.0,2023-06-05,2023-06-27,2023-07-14,2024-01-22,2024-02-28,Completed,100.0,AGY-RWD-02,Rural Works Department (RWD) Engineering Wing,2,4,True,PUBLIC DATA
MPL-2024-WE-000046,REC-2023-0046,Rajya Sabha,18th Lok Sabha (2024-Present),MP-RA-17-92,Smt. Mahua Mitra (Hon'ble MP),"Public Bus Passenger Shelter at Bethuadahari, Block Nakashipara",Community Infrastructure,Public Bus Passenger Shelter,West Bengal,Nadia,Krishnanagar,Nakashipara,Bethuadahari,23.4384,88.5632,3060000.0,3060000.0,3060000.0,0.0,2023-07-05,2023-08-11,2023-09-02,2024-01-09,2024-01-24,Completed,100.0,AGY-PWD-01,Public Works Department (PWD) Division I,2,5,True,PUBLIC DATA
MPL-2024-KA-000047,REC-2023-0047,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-14,Shri K. Venkatesh (Hon'ble MP),"Rooftop Solar for Govt Hospital at Doddaballapur Rd, Block Bengaluru North",Solar & Renewable Energy,Rooftop Solar for Govt Hospital,Karnataka,Bengaluru Urban,Bangalore North,Bengaluru North,Doddaballapur Rd,13.0513,77.5167,920000.0,920000.0,378000.0,542000.0,2023-12-09,2024-01-19,2024-02-15,2024-07-13,,Ongoing,43.3,AGY-ZP-03,Zila Parishad Rural Infrastructure Cell,1,3,False,PUBLIC DATA
MPL-2024-BI-000048,REC-2023-0048,Lok Sabha,18th Lok Sabha (2024-Present),MP-LO-17-67,Dr. Ravi Shankar Sinha (Hon'ble MP),"Village Waste Segregation Shed at Baikatpur, Block Bakhtiarpur",Health & Sanitation,Village Waste Segregation Shed,Bihar,Patna,Patna Sahib,Bakhtiarpur,Baikatpur,25.5376,85.1587,3720000.0,3720000.0,2437000.0,1283000.0,2024-02-17,2024-03-10,2024-04-06,2024-11-12,,Ongoing,62.5,AGY-WSS-05,Public Health Engineering & Water Supply Dept,2,3,False,PUBLIC DATA
